"","mesoregion","year","agec","j12_j18","ach.noj","all.deaths","coverage3","hdi.mesoregion.2010"
"4414",4102,2009,2,0,2,3,0,0.721712097363705
"4415",4102,2009,3,0,2,2,0,0.721712097363705
"4417",4102,2010,1,2,4,9,0,0.721712097363705
"4418",4102,2010,2,1,1,3,0,0.721712097363705
"4419",4102,2010,3,1,6,9,0,0.721712097363705
"4421",4102,2011,2,0,1,2,101.732748243256,0.721712097363705
"4422",4102,2011,3,0,3,3,101.732748243256,0.721712097363705
"4423",4102,2011,1,1,12,15,101.732748243256,0.721712097363705
"4424",4102,2012,1,0,6,7,101.89527709984,0.721712097363705
"4425",4102,2012,2,0,2,4,101.89527709984,0.721712097363705
"4427",4102,2012,3,1,4,6,101.89527709984,0.721712097363705
"4428",4102,2013,3,0,3,4,131.576947126721,0.721712097363705
"4429",4102,2013,1,2,4,9,131.576947126721,0.721712097363705
"4430",4102,2013,2,1,2,5,131.576947126721,0.721712097363705
"4432",4102,2014,3,0,3,5,114.633845353471,0.721712097363705
"4433",4102,2014,2,0,3,5,114.633845353471,0.721712097363705
"4434",4102,2014,1,1,6,11,114.633845353471,0.721712097363705
"4436",4102,2015,1,0,7,11,93.3575723920015,0.721712097363705
"4437",4102,2015,3,0,3,3,93.3575723920015,0.721712097363705
"4438",4102,2015,2,0,3,6,93.3575723920015,0.721712097363705
"4441",4103,2005,1,1,46,60,0,0.752049318918958
"4442",4103,2005,2,5,15,26,0,0.752049318918958
"4443",4103,2005,3,1,22,32,0,0.752049318918958
"4444",4103,2006,2,4,16,27,0,0.752049318918958
"4445",4103,2006,3,4,25,39,0,0.752049318918958
"4447",4103,2006,1,8,35,63,0,0.752049318918958
"4449",4103,2007,1,3,41,60,0,0.752049318918958
"4450",4103,2007,2,3,15,23,0,0.752049318918958
"4451",4103,2007,3,1,25,34,0,0.752049318918958
"4453",4103,2008,1,4,35,60,0,0.752049318918958
"4454",4103,2008,2,2,14,24,0,0.752049318918958
"4455",4103,2008,3,2,23,35,0,0.752049318918958
"4457",4103,2009,1,5,36,69,0,0.752049318918958
"4458",4103,2009,2,0,18,27,0,0.752049318918958
"4459",4103,2009,3,3,16,34,0,0.752049318918958
"4461",4103,2010,1,2,31,57,0,0.752049318918958
"4462",4103,2010,2,2,8,18,0,0.752049318918958
"4463",4103,2010,3,0,24,31,0,0.752049318918958
"4465",4103,2011,2,2,20,27,102.292054053011,0.752049318918958
"4466",4103,2011,3,0,16,23,102.292054053011,0.752049318918958
"4467",4103,2011,1,5,49,69,102.292054053011,0.752049318918958
"4468",4103,2012,3,0,18,28,99.6501812596365,0.752049318918958
"4470",4103,2012,2,3,19,32,99.6501812596365,0.752049318918958
"4471",4103,2012,1,7,41,64,99.6501812596365,0.752049318918958
"4472",4103,2013,3,3,24,34,103.546822365197,0.752049318918958
"4473",4103,2013,1,7,40,75,103.546822365197,0.752049318918958
"4474",4103,2013,2,1,15,23,103.546822365197,0.752049318918958
"4476",4103,2014,1,0,42,53,100.130544918681,0.752049318918958
"4477",4103,2014,2,3,19,25,100.130544918681,0.752049318918958
"4479",4103,2014,3,1,17,26,100.130544918681,0.752049318918958
"4480",4103,2015,3,0,19,22,99.8492506672602,0.752049318918958
"4481",4103,2015,1,5,25,44,99.8492506672602,0.752049318918958
"4483",4103,2015,2,1,7,11,99.8492506672602,0.752049318918958
"4485",4104,2005,1,4,15,29,0,0.710994156083195
"4486",4104,2005,2,1,4,6,0,0.710994156083195
"4487",4104,2005,3,0,9,11,0,0.710994156083195
"4488",4104,2006,1,2,13,29,0,0.710994156083195
"4490",4104,2006,2,1,6,7,0,0.710994156083195
"4491",4104,2006,3,1,8,14,0,0.710994156083195
"4493",4104,2007,1,5,14,29,0,0.710994156083195
"4494",4104,2007,2,1,5,7,0,0.710994156083195
"4495",4104,2007,3,0,10,12,0,0.710994156083195
"4497",4104,2008,1,2,19,26,0,0.710994156083195
"4498",4104,2008,2,1,6,14,0,0.710994156083195
"4499",4104,2008,3,1,6,13,0,0.710994156083195
"4501",4104,2009,1,0,7,10,0,0.710994156083195
"4502",4104,2009,2,2,4,7,0,0.710994156083195
"4503",4104,2009,3,1,5,10,0,0.710994156083195
"4505",4104,2010,1,1,8,16,0,0.710994156083195
"4506",4104,2010,2,0,4,7,0,0.710994156083195
"4507",4104,2010,3,0,2,5,0,0.710994156083195
"4508",4104,2011,3,2,3,13,102.881872230245,0.710994156083195
"4509",4104,2011,2,0,5,7,102.881872230245,0.710994156083195
"4510",4104,2011,1,1,14,17,102.881872230245,0.710994156083195
"4512",4104,2012,1,2,13,21,96.2820573525039,0.710994156083195
"4513",4104,2012,3,0,3,5,96.2820573525039,0.710994156083195
"4515",4104,2012,2,0,2,3,96.2820573525039,0.710994156083195
"4516",4104,2013,3,0,4,7,103.884826186835,0.710994156083195
"4518",4104,2013,2,0,4,6,103.884826186835,0.710994156083195
"4519",4104,2013,1,0,14,20,103.884826186835,0.710994156083195
"4521",4104,2014,2,0,5,6,102.792202300047,0.710994156083195
"4522",4104,2014,1,2,12,16,102.792202300047,0.710994156083195
"4523",4104,2014,3,1,9,10,102.792202300047,0.710994156083195
"4524",4104,2015,1,2,6,11,100.097318665138,0.710994156083195
"4526",4104,2015,3,0,2,2,100.097318665138,0.710994156083195
"4527",4104,2015,2,1,4,7,100.097318665138,0.710994156083195
"4529",4105,2005,1,2,35,58,0,0.727660222145042
"4530",4105,2005,2,1,7,11,0,0.727660222145042
"4531",4105,2005,3,1,12,21,0,0.727660222145042
"4532",4105,2006,3,0,17,21,0,0.727660222145042
"4534",4105,2006,1,5,37,54,0,0.727660222145042
"4535",4105,2006,2,1,13,18,0,0.727660222145042
"4536",4105,2007,3,2,13,19,0,0.727660222145042
"4538",4105,2007,1,1,20,32,0,0.727660222145042
"4539",4105,2007,2,3,4,9,0,0.727660222145042
"4541",4105,2008,1,1,25,38,0,0.727660222145042
"4542",4105,2008,2,2,9,12,0,0.727660222145042
"4543",4105,2008,3,0,21,22,0,0.727660222145042
"4544",4105,2009,3,1,7,13,0,0.727660222145042
"4546",4105,2009,1,8,23,40,0,0.727660222145042
"4547",4105,2009,2,0,5,6,0,0.727660222145042
"4548",4105,2010,3,2,13,15,0,0.727660222145042
"4550",4105,2010,1,1,22,34,0,0.727660222145042
"4551",4105,2010,2,4,11,17,0,0.727660222145042
"4552",4105,2011,1,1,9,13,95.0709753011014,0.727660222145042
"4554",4105,2011,2,2,4,8,95.0709753011014,0.727660222145042
"4555",4105,2011,3,0,8,10,95.0709753011014,0.727660222145042
"4556",4105,2012,1,3,15,23,89.1686942624729,0.727660222145042
"4557",4105,2012,3,0,6,8,89.1686942624729,0.727660222145042
"4559",4105,2012,2,2,8,13,89.1686942624729,0.727660222145042
"4561",4105,2013,3,0,9,12,103.448402003484,0.727660222145042
"4562",4105,2013,2,2,5,10,103.448402003484,0.727660222145042
"4563",4105,2013,1,2,12,23,103.448402003484,0.727660222145042
"4564",4105,2014,2,1,3,5,96.8994900803869,0.727660222145042
"4566",4105,2014,3,0,10,13,96.8994900803869,0.727660222145042
"4567",4105,2014,1,5,39,51,96.8994900803869,0.727660222145042
"4568",4105,2015,2,0,7,9,106.410602043138,0.727660222145042
"4570",4105,2015,3,1,12,16,106.410602043138,0.727660222145042
"4571",4105,2015,1,1,23,28,106.410602043138,0.727660222145042
"4573",4106,2005,1,4,35,54,0,0.749996427818724
"4574",4106,2005,2,1,8,11,0,0.749996427818724
"4575",4106,2005,3,3,17,28,0,0.749996427818724
"4577",4106,2006,1,8,39,69,0,0.749996427818724
"4578",4106,2006,2,3,15,20,0,0.749996427818724
"4579",4106,2006,3,1,15,22,0,0.749996427818724
"4581",4106,2007,1,4,21,38,0,0.749996427818724
"4582",4106,2007,2,3,7,13,0,0.749996427818724
"4583",4106,2007,3,1,16,21,0,0.749996427818724
"4585",4106,2008,1,5,21,36,0,0.749996427818724
"4586",4106,2008,2,3,5,16,0,0.749996427818724
"4587",4106,2008,3,0,18,27,0,0.749996427818724
"4589",4106,2009,1,1,24,35,0,0.749996427818724
"4590",4106,2009,2,1,7,12,0,0.749996427818724
"4591",4106,2009,3,1,15,25,0,0.749996427818724
"4593",4106,2010,1,0,32,41,0,0.749996427818724
"4594",4106,2010,2,1,7,11,0,0.749996427818724
"4595",4106,2010,3,0,19,25,0,0.749996427818724
"4596",4106,2011,2,2,9,16,100.240202899591,0.749996427818724
"4597",4106,2011,1,4,30,49,100.240202899591,0.749996427818724
"4599",4106,2011,3,1,20,24,100.240202899591,0.749996427818724
"4600",4106,2012,1,7,25,49,101.535261102168,0.749996427818724
"4602",4106,2012,3,1,13,23,101.535261102168,0.749996427818724
"4603",4106,2012,2,4,8,15,101.535261102168,0.749996427818724
"4604",4106,2013,3,2,15,21,108.252830407678,0.749996427818724
"4605",4106,2013,2,0,9,12,108.252830407678,0.749996427818724
"4607",4106,2013,1,3,29,44,108.252830407678,0.749996427818724
"4608",4106,2014,2,1,10,16,99.4692211759028,0.749996427818724
"4610",4106,2014,1,6,29,46,99.4692211759028,0.749996427818724
"4611",4106,2014,3,0,17,26,99.4692211759028,0.749996427818724
"4613",4106,2015,3,0,16,16,109.1045189544,0.749996427818724
"4614",4106,2015,2,2,8,17,109.1045189544,0.749996427818724
"4615",4106,2015,1,5,32,49,109.1045189544,0.749996427818724
"4617",4107,2005,1,3,11,20,0,0.737718813086444
"4618",4107,2005,2,0,5,5,0,0.737718813086444
"4619",4107,2005,3,0,4,4,0,0.737718813086444
"4621",4107,2006,1,0,9,14,0,0.737718813086444
"4622",4107,2006,2,0,6,9,0,0.737718813086444
"4623",4107,2006,3,0,7,11,0,0.737718813086444
"4625",4107,2007,1,2,8,12,0,0.737718813086444
"4626",4107,2007,2,0,5,7,0,0.737718813086444
"4627",4107,2007,3,0,3,4,0,0.737718813086444
"4629",4107,2008,1,2,7,12,0,0.737718813086444
"4630",4107,2008,2,0,3,4,0,0.737718813086444
"4631",4107,2008,3,0,7,10,0,0.737718813086444
"4633",4107,2009,1,1,13,17,0,0.737718813086444
"4634",4107,2009,2,0,1,3,0,0.737718813086444
"4635",4107,2009,3,0,8,9,0,0.737718813086444
"4637",4107,2010,1,0,11,15,0,0.737718813086444
"4638",4107,2010,2,1,3,7,0,0.737718813086444
"4639",4107,2010,3,0,5,6,0,0.737718813086444
"4640",4107,2011,1,2,5,12,94.0583713206663,0.737718813086444
"4642",4107,2011,2,1,3,4,94.0583713206663,0.737718813086444
"4643",4107,2011,3,0,6,9,94.0583713206663,0.737718813086444
"4644",4107,2012,1,0,11,18,101.238438631776,0.737718813086444
"4645",4107,2012,3,0,2,4,101.238438631776,0.737718813086444
"4646",4107,2012,2,0,4,4,101.238438631776,0.737718813086444
"4649",4107,2013,2,0,4,4,113.944855170537,0.737718813086444
"4650",4107,2013,3,1,4,6,113.944855170537,0.737718813086444
"4651",4107,2013,1,1,11,16,113.944855170537,0.737718813086444
"4652",4107,2014,1,1,11,18,106.781892026252,0.737718813086444
"4653",4107,2014,3,0,8,9,106.781892026252,0.737718813086444
"4655",4107,2014,2,0,1,2,106.781892026252,0.737718813086444
"4657",4107,2015,3,1,6,7,108.592234649438,0.737718813086444
"4658",4107,2015,1,0,13,14,108.592234649438,0.737718813086444
"4659",4107,2015,2,1,4,7,108.592234649438,0.737718813086444
"4661",4108,2005,1,6,34,55,0,0.68309063838001
"4662",4108,2005,2,2,16,19,0,0.68309063838001
"4663",4108,2005,3,0,15,18,0,0.68309063838001
"4665",4108,2006,3,2,14,20,0,0.68309063838001
"4666",4108,2006,2,2,9,15,0,0.68309063838001
"4667",4108,2006,1,4,32,47,0,0.68309063838001
"4668",4108,2007,2,0,6,9,0,0.68309063838001
"4669",4108,2007,3,1,8,11,0,0.68309063838001
"4671",4108,2007,1,4,26,36,0,0.68309063838001
"4673",4108,2008,1,5,27,38,0,0.68309063838001
"4674",4108,2008,2,1,9,14,0,0.68309063838001
"4675",4108,2008,3,3,8,15,0,0.68309063838001
"4677",4108,2009,1,7,18,37,0,0.68309063838001
"4678",4108,2009,2,1,9,12,0,0.68309063838001
"4679",4108,2009,3,1,6,10,0,0.68309063838001
"4681",4108,2010,1,2,16,30,0,0.68309063838001
"4682",4108,2010,2,1,3,8,0,0.68309063838001
"4683",4108,2010,3,2,6,14,0,0.68309063838001
"4685",4108,2011,2,1,5,12,85.1188389836457,0.68309063838001
"4686",4108,2011,3,1,11,14,85.1188389836457,0.68309063838001
"4687",4108,2011,1,3,16,28,85.1188389836457,0.68309063838001
"4689",4108,2012,1,4,15,24,93.5692698989261,0.68309063838001
"4690",4108,2012,3,1,11,14,93.5692698989261,0.68309063838001
"4691",4108,2012,2,2,8,16,93.5692698989261,0.68309063838001
"4692",4108,2013,2,0,6,9,105.601030234435,0.68309063838001
"4693",4108,2013,3,0,6,11,105.601030234435,0.68309063838001
"4695",4108,2013,1,1,14,24,105.601030234435,0.68309063838001
"4696",4108,2014,3,0,8,10,104.429788095739,0.68309063838001
"4697",4108,2014,1,3,17,31,104.429788095739,0.68309063838001
"4699",4108,2014,2,0,4,5,104.429788095739,0.68309063838001
"4700",4108,2015,1,1,18,24,106.711673440022,0.68309063838001
"4702",4108,2015,3,1,9,11,106.711673440022,0.68309063838001
"4703",4108,2015,2,2,4,7,106.711673440022,0.68309063838001
"4705",4109,2005,1,0,20,30,0,0.691155049659175
"4706",4109,2005,2,2,6,9,0,0.691155049659175
"4707",4109,2005,3,1,11,13,0,0.691155049659175
"4708",4109,2006,3,0,3,10,0,0.691155049659175
"4709",4109,2006,1,0,18,25,0,0.691155049659175
"4710",4109,2006,2,2,11,14,0,0.691155049659175
"4713",4109,2007,1,6,15,29,0,0.691155049659175
"4714",4109,2007,2,0,2,5,0,0.691155049659175
"4715",4109,2007,3,0,6,10,0,0.691155049659175
"4717",4109,2008,1,3,11,18,0,0.691155049659175
"4718",4109,2008,2,0,4,8,0,0.691155049659175
"4719",4109,2008,3,2,5,9,0,0.691155049659175
"4721",4109,2009,1,1,17,19,0,0.691155049659175
"4722",4109,2009,2,0,2,3,0,0.691155049659175
"4723",4109,2009,3,0,2,5,0,0.691155049659175
"4725",4109,2010,1,3,9,18,0,0.691155049659175
"4726",4109,2010,2,0,2,3,0,0.691155049659175
"4727",4109,2010,3,0,7,11,0,0.691155049659175
"4728",4109,2011,3,0,2,3,95.2589273710159,0.691155049659175
"4729",4109,2011,2,0,2,2,95.2589273710159,0.691155049659175
"4730",4109,2011,1,1,6,10,95.2589273710159,0.691155049659175
"4733",4109,2012,1,0,9,18,94.2397696586233,0.691155049659175
"4734",4109,2012,3,0,2,2,94.2397696586233,0.691155049659175
"4735",4109,2012,2,0,1,2,94.2397696586233,0.691155049659175
"4737",4109,2013,3,1,6,8,108.299188521069,0.691155049659175
"4738",4109,2013,1,1,7,9,108.299188521069,0.691155049659175
"4739",4109,2013,2,0,2,3,108.299188521069,0.691155049659175
"4740",4109,2014,3,0,7,9,115.67443247478,0.691155049659175
"4741",4109,2014,1,0,11,15,115.67443247478,0.691155049659175
"4743",4109,2014,2,0,3,6,115.67443247478,0.691155049659175
"4745",4109,2015,1,0,9,10,107.367882678907,0.691155049659175
"4746",4109,2015,2,0,1,1,107.367882678907,0.691155049659175
"4747",4109,2015,3,1,7,11,107.367882678907,0.691155049659175
"4749",4110,2005,1,17,104,170,0,0.773046904659992
"4750",4110,2005,2,5,35,55,0,0.773046904659992
"4751",4110,2005,3,6,57,84,0,0.773046904659992
"4752",4110,2006,3,5,48,69,0,0.773046904659992
"4754",4110,2006,1,11,80,132,0,0.773046904659992
"4755",4110,2006,2,5,30,51,0,0.773046904659992
"4756",4110,2007,3,5,46,71,0,0.773046904659992
"4757",4110,2007,2,3,28,44,0,0.773046904659992
"4758",4110,2007,1,17,92,154,0,0.773046904659992
"4761",4110,2008,1,8,76,116,0,0.773046904659992
"4762",4110,2008,2,1,28,37,0,0.773046904659992
"4763",4110,2008,3,2,43,54,0,0.773046904659992
"4765",4110,2009,1,8,75,125,0,0.773046904659992
"4766",4110,2009,2,1,21,36,0,0.773046904659992
"4767",4110,2009,3,5,35,64,0,0.773046904659992
"4769",4110,2010,1,8,75,109,0,0.773046904659992
"4770",4110,2010,2,2,20,31,0,0.773046904659992
"4771",4110,2010,3,1,29,41,0,0.773046904659992
"4772",4110,2011,2,3,26,39,89.4290121269176,0.773046904659992
"4773",4110,2011,1,7,83,120,89.4290121269176,0.773046904659992
"4774",4110,2011,3,0,38,48,89.4290121269176,0.773046904659992
"4776",4110,2012,2,6,25,44,91.8006732236573,0.773046904659992
"4777",4110,2012,1,12,66,115,91.8006732236573,0.773046904659992
"4779",4110,2012,3,3,34,47,91.8006732236573,0.773046904659992
"4780",4110,2013,1,6,74,107,96.8819739777836,0.773046904659992
"4782",4110,2013,2,3,18,36,96.8819739777836,0.773046904659992
"4783",4110,2013,3,1,32,54,96.8819739777836,0.773046904659992
"4784",4110,2014,3,4,41,49,97.4253815399313,0.773046904659992
"4785",4110,2014,1,4,69,98,97.4253815399313,0.773046904659992
"4786",4110,2014,2,0,19,28,97.4253815399313,0.773046904659992
"4788",4110,2015,1,5,81,121,97.7530240552226,0.773046904659992
"4790",4110,2015,3,0,29,36,97.7530240552226,0.773046904659992
"4791",4110,2015,2,3,23,33,97.7530240552226,0.773046904659992
"4793",4201,2005,1,3,35,63,0,0.755420070828304
"4794",4201,2005,2,1,13,16,0,0.755420070828304
"4795",4201,2005,3,1,18,22,0,0.755420070828304
"4796",4201,2006,3,1,15,20,0,0.755420070828304
"4797",4201,2006,1,6,33,51,0,0.755420070828304
"4798",4201,2006,2,0,11,16,0,0.755420070828304
"4801",4201,2007,2,0,9,13,0,0.755420070828304
"4802",4201,2007,1,4,35,56,0,0.755420070828304
"4803",4201,2007,3,2,17,26,0,0.755420070828304
"4805",4201,2008,1,5,38,54,0,0.755420070828304
"4806",4201,2008,2,1,7,13,0,0.755420070828304
"4807",4201,2008,3,1,16,22,0,0.755420070828304
"4808",4201,2009,1,3,27,48,0,0.755420070828304
"4809",4201,2009,2,3,9,15,0,0.755420070828304
"4810",4201,2009,3,1,16,19,0,0.755420070828304
"4813",4201,2010,1,2,27,45,0,0.755420070828304
"4814",4201,2010,2,1,9,16,0,0.755420070828304
"4815",4201,2010,3,0,17,23,0,0.755420070828304
"4816",4201,2011,1,2,31,43,104.570810772643,0.755420070828304
"4817",4201,2011,3,1,8,15,104.570810772643,0.755420070828304
"4818",4201,2011,2,0,10,10,104.570810772643,0.755420070828304
"4820",4201,2012,3,0,17,24,102.611694324139,0.755420070828304
"4822",4201,2012,1,1,26,40,102.611694324139,0.755420070828304
"4823",4201,2012,2,0,9,15,102.611694324139,0.755420070828304
"4824",4201,2013,3,1,14,16,101.920112289155,0.755420070828304
"4825",4201,2013,1,4,24,42,101.920112289155,0.755420070828304
"4827",4201,2013,2,0,7,9,101.920112289155,0.755420070828304
"4828",4201,2014,2,2,5,10,103.030590189055,0.755420070828304
"4830",4201,2014,3,1,10,18,103.030590189055,0.755420070828304
"4831",4201,2014,1,0,26,33,103.030590189055,0.755420070828304
"4833",4201,2015,1,2,21,34,113.866450127215,0.755420070828304
"4834",4201,2015,3,1,14,18,113.866450127215,0.755420070828304
"4835",4201,2015,2,1,9,12,113.866450127215,0.755420070828304
"4837",4202,2005,1,5,40,57,0,0.780275524295666
"4838",4202,2005,2,3,11,20,0,0.780275524295666
"4839",4202,2005,3,1,13,18,0,0.780275524295666
"4841",4202,2006,1,2,21,37,0,0.780275524295666
"4842",4202,2006,2,5,5,13,0,0.780275524295666
"4843",4202,2006,3,1,17,27,0,0.780275524295666
"4844",4202,2007,3,0,14,18,0,0.780275524295666
"4845",4202,2007,2,2,11,18,0,0.780275524295666
"4846",4202,2007,1,3,27,43,0,0.780275524295666
"4849",4202,2008,1,2,25,42,0,0.780275524295666
"4850",4202,2008,2,2,2,7,0,0.780275524295666
"4851",4202,2008,3,2,6,15,0,0.780275524295666
"4853",4202,2009,1,3,32,45,0,0.780275524295666
"4854",4202,2009,2,3,7,17,0,0.780275524295666
"4855",4202,2009,3,2,11,22,0,0.780275524295666
"4857",4202,2010,1,5,19,39,0,0.780275524295666
"4858",4202,2010,2,1,11,18,0,0.780275524295666
"4859",4202,2010,3,1,9,16,0,0.780275524295666
"4861",4202,2011,2,2,8,13,100.636550922915,0.780275524295666
"4862",4202,2011,3,1,9,17,100.636550922915,0.780275524295666
"4863",4202,2011,1,4,34,50,100.636550922915,0.780275524295666
"4864",4202,2012,1,2,13,33,98.6960967501049,0.780275524295666
"4866",4202,2012,2,1,7,9,98.6960967501049,0.780275524295666
"4867",4202,2012,3,4,11,21,98.6960967501049,0.780275524295666
"4868",4202,2013,2,2,9,19,97.0486351214893,0.780275524295666
"4869",4202,2013,1,9,26,52,97.0486351214893,0.780275524295666
"4871",4202,2013,3,1,11,16,97.0486351214893,0.780275524295666
"4872",4202,2014,2,2,5,10,98.2386483978495,0.780275524295666
"4873",4202,2014,1,1,17,32,98.2386483978495,0.780275524295666
"4875",4202,2014,3,0,11,17,98.2386483978495,0.780275524295666
"4876",4202,2015,2,0,5,8,108.741256592513,0.780275524295666
"4877",4202,2015,3,1,4,10,108.741256592513,0.780275524295666
"4879",4202,2015,1,7,26,46,108.741256592513,0.780275524295666
"4881",4203,2005,1,6,17,37,0,0.725967143107618
"4882",4203,2005,2,0,5,6,0,0.725967143107618
"4883",4203,2005,3,2,2,8,0,0.725967143107618
"4885",4203,2006,1,3,12,20,0,0.725967143107618
"4886",4203,2006,2,0,1,2,0,0.725967143107618
"4887",4203,2006,3,2,12,19,0,0.725967143107618
"4888",4203,2007,2,0,4,4,0,0.725967143107618
"4889",4203,2007,3,0,3,3,0,0.725967143107618
"4891",4203,2007,1,1,18,26,0,0.725967143107618
"4893",4203,2008,1,2,20,28,0,0.725967143107618
"4894",4203,2008,2,0,2,2,0,0.725967143107618
"4895",4203,2008,3,0,6,9,0,0.725967143107618
"4896",4203,2009,2,1,3,4,0,0.725967143107618
"4897",4203,2009,3,3,4,8,0,0.725967143107618
"4899",4203,2009,1,2,20,27,0,0.725967143107618
"4901",4203,2010,1,1,21,25,0,0.725967143107618
"4902",4203,2010,2,0,5,6,0,0.725967143107618
"4903",4203,2010,3,2,6,9,0,0.725967143107618
"4905",4203,2011,1,0,14,16,102.801305869327,0.725967143107618
"4906",4203,2011,3,0,1,5,102.801305869327,0.725967143107618
"4907",4203,2011,2,0,1,2,102.801305869327,0.725967143107618
"4908",4203,2012,3,0,4,5,103.379953644881,0.725967143107618
"4909",4203,2012,2,1,3,5,103.379953644881,0.725967143107618
"4911",4203,2012,1,1,10,16,103.379953644881,0.725967143107618
"4912",4203,2013,1,1,16,19,91.1458486709531,0.725967143107618
"4914",4203,2013,2,0,1,1,91.1458486709531,0.725967143107618
"4915",4203,2013,3,0,8,10,91.1458486709531,0.725967143107618
"4916",4203,2014,2,1,2,4,99.8084049756095,0.725967143107618
"4917",4203,2014,3,1,4,8,99.8084049756095,0.725967143107618
"4919",4203,2014,1,0,9,13,99.8084049756095,0.725967143107618
"4920",4203,2015,1,2,8,12,90.1114635728027,0.725967143107618
"4921",4203,2015,2,1,2,4,90.1114635728027,0.725967143107618
"4922",4203,2015,3,0,10,14,90.1114635728027,0.725967143107618
"4925",4204,2005,1,3,32,45,0,0.779505692399136
"4926",4204,2005,2,1,10,18,0,0.779505692399136
"4927",4204,2005,3,2,15,20,0,0.779505692399136
"4928",4204,2006,2,0,11,15,0,0.779505692399136
"4929",4204,2006,3,1,18,25,0,0.779505692399136
"4931",4204,2006,1,5,34,48,0,0.779505692399136
"4933",4204,2007,1,3,49,62,0,0.779505692399136
"4934",4204,2007,2,1,11,14,0,0.779505692399136
"4935",4204,2007,3,0,14,16,0,0.779505692399136
"4937",4204,2008,1,5,34,50,0,0.779505692399136
"4938",4204,2008,2,3,15,22,0,0.779505692399136
"4939",4204,2008,3,2,23,32,0,0.779505692399136
"4941",4204,2009,1,4,42,63,0,0.779505692399136
"4942",4204,2009,2,2,10,15,0,0.779505692399136
"4943",4204,2009,3,1,16,24,0,0.779505692399136
"4945",4204,2010,1,2,30,42,0,0.779505692399136
"4946",4204,2010,2,4,11,18,0,0.779505692399136
"4947",4204,2010,3,0,9,14,0,0.779505692399136
"4948",4204,2011,3,1,10,14,108.898400444318,0.779505692399136
"4950",4204,2011,1,6,38,53,108.898400444318,0.779505692399136
"4951",4204,2011,2,3,11,16,108.898400444318,0.779505692399136
"4952",4204,2012,3,3,11,17,104.576543094993,0.779505692399136
"4953",4204,2012,1,2,34,52,104.576543094993,0.779505692399136
"4954",4204,2012,2,3,12,21,104.576543094993,0.779505692399136
"4956",4204,2013,2,2,12,20,107.023240283089,0.779505692399136
"4958",4204,2013,1,3,35,49,107.023240283089,0.779505692399136
"4959",4204,2013,3,2,14,23,107.023240283089,0.779505692399136
"4960",4204,2014,2,1,11,14,104.754601786312,0.779505692399136
"4962",4204,2014,1,3,30,44,104.754601786312,0.779505692399136
"4963",4204,2014,3,1,15,20,104.754601786312,0.779505692399136
"4965",4204,2015,1,3,31,49,109.195359624025,0.779505692399136
"4966",4204,2015,2,3,9,16,109.195359624025,0.779505692399136
"4967",4204,2015,3,3,15,21,109.195359624025,0.779505692399136
"4969",4205,2005,1,0,14,25,0,0.80164257900476
"4970",4205,2005,2,3,7,12,0,0.80164257900476
"4971",4205,2005,3,1,12,17,0,0.80164257900476
"4972",4205,2006,1,1,17,28,0,0.80164257900476
"4974",4205,2006,2,0,6,8,0,0.80164257900476
"4975",4205,2006,3,0,6,13,0,0.80164257900476
"4977",4205,2007,3,0,4,8,0,0.80164257900476
"4978",4205,2007,1,1,12,29,0,0.80164257900476
"4979",4205,2007,2,1,3,7,0,0.80164257900476
"4981",4205,2008,1,2,10,20,0,0.80164257900476
"4982",4205,2008,2,0,2,6,0,0.80164257900476
"4983",4205,2008,3,0,10,12,0,0.80164257900476
"4985",4205,2009,1,1,14,31,0,0.80164257900476
"4986",4205,2009,2,1,6,9,0,0.80164257900476
"4987",4205,2009,3,0,3,4,0,0.80164257900476
"4989",4205,2010,1,2,11,20,0,0.80164257900476
"4990",4205,2010,2,1,3,5,0,0.80164257900476
"4991",4205,2010,3,1,5,8,0,0.80164257900476
"4993",4205,2011,1,3,18,37,100.529327570405,0.80164257900476
"4994",4205,2011,3,0,8,12,100.529327570405,0.80164257900476
"4995",4205,2011,2,0,3,7,100.529327570405,0.80164257900476
"4996",4205,2012,1,2,12,25,98.5637120454542,0.80164257900476
"4997",4205,2012,3,2,8,12,98.5637120454542,0.80164257900476
"4998",4205,2012,2,0,3,5,98.5637120454542,0.80164257900476
"5000",4205,2013,2,0,4,8,96.6384822094724,0.80164257900476
"5002",4205,2013,1,0,15,30,96.6384822094724,0.80164257900476
"5003",4205,2013,3,0,3,7,96.6384822094724,0.80164257900476
"5004",4205,2014,3,1,2,8,98.098785506707,0.80164257900476
"5005",4205,2014,1,1,14,26,98.098785506707,0.80164257900476
"5006",4205,2014,2,0,5,9,98.098785506707,0.80164257900476
"5009",4205,2015,2,0,1,4,98.9077375273262,0.80164257900476
"5010",4205,2015,3,1,5,11,98.9077375273262,0.80164257900476
"5011",4205,2015,1,2,10,17,98.9077375273262,0.80164257900476
"5013",4206,2005,1,3,20,29,0,0.761844740183826
"5014",4206,2005,2,0,7,13,0,0.761844740183826
"5015",4206,2005,3,1,8,12,0,0.761844740183826
"5016",4206,2006,3,1,13,20,0,0.761844740183826
"5018",4206,2006,1,2,23,32,0,0.761844740183826
"5019",4206,2006,2,2,9,15,0,0.761844740183826
"5020",4206,2007,3,1,9,13,0,0.761844740183826
"5021",4206,2007,2,1,3,6,0,0.761844740183826
